X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
-3979418.05711749,-1082384.61961105,170,170,Maceio,BRA-ALG,Alagoas,BR,Brazil,Provincial capital,932078,3,"500,000 to 999,999",12750,0,UN_Data_2010_2020
-4125500.50405228,-1222015.11117002,171,171,Aracaju,BRA-SRG,Sergipe,BR,Brazil,Provincial capital,571149,3,"500,000 to 999,999",12760,0,UN_Data_2010_2020
-10551228.8698487,3416016.8131923,172,172,Galveston,USA-TEX,Texas,US,United States,Other,50446,6,"50,000 to 99,999",9150,0,US_Census_2019
-12729495.379522,8968087.47679527,173,173,Yellowknife,CAN-NTR,Northwest Territories,CA,Canada,Provincial capital,0,0, ,0,0, 
-14961786.0331293,8031239.33016542,174,174,Juneau,USA-ALK,Alaska,US,United States,Provincial capital,31974,7,"Less than 50,000",19580,0,US_Census_2019
-10041352.437635,3805257.55010844,175,175,Jackson,USA-MSP,Mississippi,US,United States,Provincial capital,4642,7,"Less than 50,000",5090,0,US_Census_2019
-10147105.3995433,3563462.38291941,176,176,Baton Rouge,USA-LOU,Louisiana,US,United States,Provincial capital,220236,5,"100,000 to 249,999",8970,0,US_Census_2019
-10029740.7041391,3497944.50762521,177,177,New Orleans,USA-LOU,Louisiana,US,United States,Other,390144,4,"250,000 to 499,999",8860,0,US_Census_2019
-10620670.8619435,3474254.16912859,178,178,Houston,USA-TEX,Texas,US,United States,Other,2320268,2,"1,000,000 to 4,999,999",9240,0,US_Census_2019
-16436454.4681016,9566023.84909309,179,179,Fairbanks,USA-ALK,Alaska,US,United States,Other,30917,7,"Less than 50,000",0,0,US_Census_2019
-18397771.8708178,9500231.60296836,180,180,Nome,USA-ALK,Alaska,US,United States,Other,3870,7,"Less than 50,000",20400,0,US_Census_2019
-15033030.3903277,8563177.64671789,181,181,Whitehorse,CAN-YTR,Yukon Territory,CA,Canada,Provincial capital,0,0, ,0,0, 
-16636698.2995676,8426503.15479701,182,182,Seward,USA-ALK,Alaska,US,United States,Other,2796,7,"Less than 50,000",19760,0,US_Census_2019
-17573117.1996992,2431151.94834742,183,183,Honolulu,USA-HAW,Hawaii,US,United States,Provincial capital,371657,4,"250,000 to 499,999",56280,0,US_Census_2019
-17262011.8323396,2239277.28272296,184,184,Hilo,USA-HAW,Hawaii,US,United States,Other,43050,7,"Less than 50,000",56090,0,US_Census_2019
-16686567.6456125,8672584.02746023,185,185,Anchorage,USA-ALK,Alaska,US,United States,Other,288000,4,"250,000 to 499,999",19800,0,US_Census_2019
-12635652.7277,7086513.00231906,186,186,Edmonton,CAN-ALB,Alberta,CA,Canada,Provincial capital,1025096,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-12695987.6548286,6626602.08231968,187,187,Calgary,CAN-ALB,Alberta,CA,Canada,Other,1335145,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-13688185.9600775,6321532.82512966,188,188,Vancouver,CAN-BCL,British Columbia,CA,Canada,Other,685885,3,"500,000 to 999,999",18150,0,UN_Data_2010_2020
-13733596.9762442,6181041.56493956,189,189,Victoria,CAN-BCL,British Columbia,CA,Canada,Provincial capital,94005,6,"50,000 to 99,999",5760,0,UN_Data_2010_2020
-13616227.2701765,6038675.64116193,190,190,Seattle,USA-WSH,Washington,US,United States,Other,753675,3,"500,000 to 999,999",17730,0,US_Census_2019
-13680275.1541578,5949258.79201848,191,191,Olympia,USA-WSH,Washington,US,United States,Provincial capital,52882,6,"50,000 to 99,999",17660,0,US_Census_2019
-13652409.9891125,5691395.65165113,192,192,Portland,USA-ORE,Oregon,US,United States,Other,654741,3,"500,000 to 999,999",16940,0,US_Census_2019
-14884082.5623621,10556628.3776299,193,193,Inuvik,CAN-NTR,Northwest Territories,CA,Canada,Other,0,0, ,0,0, 
-11219145.1445823,5909489.86130605,194,194,Bismarck,USA-NDA,North Dakota,US,United States,Provincial capital,73529,6,"50,000 to 99,999",0,0,US_Census_2019
-10478715.1384455,8126217.55731278,195,195,Churchill,CAN-MNT,Manitoba,CA,Canada,Other,0,0, ,1090,0, 
-11869997.4945383,6820039.34047111,196,196,Saskatoon,CAN-SSK,Saskatchewan,CA,Canada,Other,275242,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-11645799.7997803,6524225.58441271,197,197,Regina,CAN-SSK,Saskatchewan,CA,Canada,Provincial capital,237011,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-10811794.6228243,6432605.99162195,198,198,Winnipeg,CAN-MNT,Manitoba,CA,Canada,Provincial capital,763922,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-12471678.7675546,5876378.02829236,199,199,Helena,USA-MNT,Montana,US,United States,Provincial capital,33124,7,"Less than 50,000",0,0,US_Census_2019
-10359948.8204812,5624827.64535663,200,200,Saint Paul,USA-MNN,Minnesota,US,United States,Provincial capital,308096,4,"250,000 to 499,999",0,0,US_Census_2019
-11170910.8590635,5522365.86516618,201,201,Pierre,USA-SDA,South Dakota,US,United States,Provincial capital,13867,7,"Less than 50,000",0,0,US_Census_2019
-10386975.3994241,5609595.12031641,202,202,Minneapolis,USA-MNN,Minnesota,US,United States,Other,429606,4,"250,000 to 499,999",0,0,US_Census_2019
-10421952.8880157,5100950.71391492,203,203,Des Moines,USA-IOW,Iowa,US,United States,Provincial capital,214237,5,"100,000 to 249,999",0,0,US_Census_2019
-10762590.5160335,4983915.60681447,204,204,Lincoln,USA-NEB,Nebraska,US,United States,Provincial capital,289102,4,"250,000 to 499,999",0,0,US_Census_2019
-10652718.8624871,4728262.25523861,205,205,Topeka,USA-KAN,Kansas,US,United States,Provincial capital,125310,5,"100,000 to 249,999",0,0,US_Census_2019
-10856990.2357289,4230670.76558586,206,206,Oklahoma City,USA-OKL,Oklahoma,US,United States,Provincial capital,655057,3,"500,000 to 999,999",0,0,US_Census_2019
-13038350.5353139,3863684.14368237,207,207,San Diego,USA-CAL,California,US,United States,Other,1423851,2,"1,000,000 to 4,999,999",16010,0,US_Census_2019
-12853727.9444156,3849599.60497812,208,208,Mexicali,MEX-BCN,Baja California,MX,Mexico,Provincial capital,1087478,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-12937184.1541613,5406315.97563302,209,209,Boise,USA-IDA,Idaho,US,United States,Provincial capital,228959,5,"100,000 to 249,999",0,0,US_Census_2019
-13611197.8536202,4552684.37712218,210,210,Oakland,USA-CAL,California,US,United States,Other,433031,4,"250,000 to 499,999",16340,0,US_Census_2019
-13691295.7767436,5614597.09091172,211,211,Salem,USA-ORE,Oregon,US,United States,Provincial capital,146338,5,"100,000 to 249,999",7225,0,US_Census_2019
-13332289.7566779,4745334.46602714,212,212,Carson City,USA-NEV,Nevada,US,United States,Provincial capital,55916,6,"50,000 to 99,999",0,0,US_Census_2019
-13516746.0377626,4659836.17712597,213,213,Sacramento,USA-CAL,California,US,United States,Provincial capital,513624,3,"500,000 to 999,999",16590,0,US_Census_2019
-13623289.4870887,4550621.3400371,214,214,San Francisco,USA-CAL,California,US,United States,Other,881549,3,"500,000 to 999,999",16300,0,US_Census_2019
-13563996.5016264,4482140.11160626,215,215,San Jose,USA-CAL,California,US,United States,Other,1021795,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-13163529.8576906,4028802.28919071,216,216,Los Angeles,USA-CAL,California,US,United States,Other,3979576,2,"1,000,000 to 4,999,999",16080,0,US_Census_2019
-11667841.0633736,5032126.18579032,217,217,Cheyenne,USA-WYM,Wyoming,US,United States,Provincial capital,64235,6,"50,000 to 99,999",0,0,US_Census_2019
-12455759.9820036,4967163.56211449,218,218,Salt Lake City,USA-UTA,Utah,US,United States,Provincial capital,200567,5,"100,000 to 249,999",0,0,US_Census_2019
-11697340.2941808,4804807.13787504,219,219,Denver,USA-COL,Colorado,US,United States,Provincial capital,727211,3,"500,000 to 999,999",0,0,US_Census_2019
-10533781.2056243,4720829.35761528,220,220,Kansas City,USA-KAN,Kansas,US,United States,Other,495327,4,"250,000 to 499,999",0,0,US_Census_2019
-10056823.3951436,4670075.58021592,221,221,St. Louis,USA-MOS,Missouri,US,United States,Other,300576,4,"250,000 to 499,999",0,0,US_Census_2019
-10260206.1124921,4661687.92534244,222,222,Jefferson City,USA-MOS,Missouri,US,United States,Provincial capital,42708,7,"Less than 50,000",0,0,US_Census_2019
-11793409.1174389,4257090.15382378,223,223,Santa Fe,USA-NME,New Mexico,US,United States,Provincial capital,84683,6,"50,000 to 99,999",0,0,US_Census_2019
-10018790.1939979,4179482.63370434,224,224,Memphis,USA-TNN,Tennessee,US,United States,Other,651073,3,"500,000 to 999,999",0,0,US_Census_2019
-10275902.4945894,4131448.82983166,225,225,Little Rock,USA-ARK,Arkansas,US,United States,Provincial capital,197312,5,"100,000 to 249,999",0,0,US_Census_2019
-12480028.4117971,3963061.47245993,226,226,Phoenix,USA-ARZ,Arizona,US,United States,Provincial capital,1680992,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-11849959.9805061,3734466.59017018,227,227,El Paso,USA-TEX,Texas,US,United States,Other,681728,3,"500,000 to 999,999",0,0,US_Census_2019
-12352233.1915316,3387615.9687855,228,228,Hermosillo,MEX-SON,Sonora,MX,Mexico,Provincial capital,946054,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-11808103.6247558,3328763.65793147,229,229,Chihuahua,MEX-CHH,Chihuahua,MX,Mexico,Provincial capital,994642,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-11954155.0129461,2851812.07522741,230,230,Culiacan,MEX-SIN,Sinaloa,MX,Mexico,Provincial capital,962871,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-12279600.2173921,2772480.54459226,231,231,La Paz,MEX-BCS,Baja California Sur,MX,Mexico,Provincial capital,301961,4,"250,000 to 499,999",15920,0,UN_Data_2010_2020
-11651031.5955581,2756942.40975776,232,232,Durango,MEX-DRN,Durango,MX,Mexico,Provincial capital,0,0, ,0,1, 
-11829922.4664739,2675795.7297924,233,233,Mazatlan,MEX-SIN,Sinaloa,MX,Mexico,Other,533733,3,"500,000 to 999,999",15810,0,UN_Data_2010_2020
-11416370.3460877,2603502.90122586,234,234,Zacatecas,MEX-ZCT,Zacatecas,MX,Mexico,Provincial capital,399055,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-10760552.7050142,3863984.37129449,235,235,Dallas,USA-TEX,Texas,US,United States,Other,1343573,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-10879587.5355884,3539591.7300148,236,236,Austin,USA-TEX,Texas,US,United States,Provincial capital,978908,3,"500,000 to 999,999",0,0,US_Census_2019
-10967705.486041,3430479.72006361,237,237,San Antonio,USA-TEX,Texas,US,United States,Other,1547253,2,"1,000,000 to 4,999,999",0,0,US_Census_2019
-11167236.9743325,2959130.69695439,238,238,Monterrey,MEX-NLE,Nuevo Leon,MX,Mexico,Provincial capital,5133917,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
-11242601.0547762,2927174.25293702,239,239,Saltillo,MEX-CDZ,Coahuila,MX,Mexico,Provincial capital,997913,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-11036102.5153342,2721636.58643378,240,240,Ciudad Victoria,MEX-TML,Tamaulipas,MX,Mexico,Provincial capital,367051,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-11386871.1152805,2498083.58786636,241,241,Aguascalientes,MEX-AGS,Aguascalientes,MX,Mexico,Provincial capital,1143729,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-11677080.3582735,2452556.50469649,242,242,Tepic,MEX-NYR,Nayarit,MX,Mexico,Provincial capital,507927,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-11272657.3166137,2394264.01672499,243,243,Guanajuato,MEX-GNJ,Guanajuato,MX,Mexico,Provincial capital,198035,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-11504201.7492265,2353048.63903172,244,244,Guadalajara,MEX-JLS,Jalisco,MX,Mexico,Provincial capital,5243178,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
-11547727.2269611,2184509.49678529,245,245,Colima,MEX-COL,Colima,MX,Mexico,Provincial capital,399105,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-10891791.3747585,2540754.15061509,246,246,Tampico,MEX-TML,Tamaulipas,MX,Mexico,Other,980454,3,"500,000 to 999,999",9360,0,UN_Data_2010_2020
-10077307.7424541,2255861.44675559,247,247,Campeche,MEX-CMP,Campeche,MX,Mexico,Provincial capital,317424,4,"250,000 to 499,999",9500,1,UN_Data_2010_2020
-10787192.5786397,2217789.30113478,248,248,Jalapa,MEX-VLL,Veracruz,MX,Mexico,Provincial capital,0,0, ,0,0, 
-10935692.5601412,2191468.07867092,249,249,Tlaxcala,MEX-TLX,Tlaxcala,MX,Mexico,Provincial capital,586707,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-10930788.3733271,2160662.72965181,250,250,Puebla,MEX-PUE,Puebla,MX,Mexico,Other,3179162,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-10345699.138493,2034739.22796103,251,251,Villahermosa,MEX-TBS,Tabasco,MX,Mexico,Provincial capital,888867,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-10766153.1898269,1928043.62891586,252,252,Oaxaca,MEX-OAX,Oaxaca,MX,Mexico,Provincial capital,698811,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
-10364845.9886822,1891044.9065359,253,253,Tuxtla Gutierrez,MEX-CHP,Chiapas,MX,Mexico,Provincial capital,900234,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-10700363.0318599,2176729.18497725,254,254,Veracruz,MEX-VLL,Veracruz,MX,Mexico,Other,956463,3,"500,000 to 999,999",9380,1,UN_Data_2010_2020
-11241042.1489654,2529784.09789095,255,255,San Luis Potosi,MEX-SLP,San Luis Potosi,MX,Mexico,Provincial capital,1226690,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-11175029.5691232,2342224.67571042,256,256,Queretaro,MEX-QDA,Queretaro,MX,Mexico,Provincial capital,1478201,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
-10993356.4905049,2287252.47487674,257,257,Pachuca,MEX-HDL,Hidalgo,MX,Mexico,Provincial capital,608131,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-11263862.865464,2237171.23129202,258,258,Morelia,MEX-MDO,Michoacan,MX,Mexico,Provincial capital,967890,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
-11034831.1331797,2205279.11886627,259,259,Mexico City,MEX-DTD,Distrito Federal,MX,Mexico,National and provincial capital,21942666,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
-11094846.4831433,2188283.55109185,260,260,Toluca,MEX-MEX,Mexico,MX,Mexico,Provincial capital,2377828,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-11045231.5940606,2145636.80464926,261,261,Cuernavaca,MEX-MRL,Morelos,MX,Mexico,Provincial capital,1059521,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
-11076400.9416162,1985176.65632292,262,262,Chilpancingo De Los Bravo,MEX-GRR,Guerrero,MX,Mexico,Provincial capital,337254,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
-11124323.6449257,1917842.69713847,263,263,Acapulco,MEX-GRR,Guerrero,MX,Mexico,Other,919726,3,"500,000 to 999,999",15760,0,UN_Data_2010_2020
-10060164.641826,1743541.68888753,264,264,Coban,GTM-AVR,Alta Verapaz,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-10182059.8243459,1725760.65585138,265,265,Huehuetenango,GTM-HHT,Huehuetenango,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10144912.2948014,1693038.49447967,266,266,Santa Cruz Del Quiche,GTM-QUI,Quiche,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-10219129.2096471,1685282.18776466,267,267,San Marcos,GTM-SMR,San Marcos,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10169926.116042,1679290.81182162,268,268,Totonicapan,GTM-TTN,Totonicapan,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10185733.7090769,1669995.56019559,269,269,Quezaltenango,GTM-QZL,Quezaltenango,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10150444.638276,1663052.54082824,270,270,Solola,GTM-SOL,Solola,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10205438.5850605,1635909.3066223,271,271,Retalhuleu,GTM-RTL,Retalhuleu,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10185773.7759627,1635577.06869944,272,272,Mazatenango,GTM-SCH,Suchitepequez,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-10053708.5678141,1701073.26721243,273,273,Salama,GTM-BVR,Baja Verapaz,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-10020613.6149408,1671919.20999274,274,274,El Progreso,GTM-EPR,El Progreso,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10110035.9958205,1650277.27305489,275,275,Chimaltenango,GTM-CHM,Chimaltenango,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10077185.5154257,1645215.77269917,276,276,Guatemala,GTM-GTM,Guatemala,GT,Guatemala,National and provincial capital,1650000,2,"1,000,000 to 4,999,999",0,1,UN_Habitat_2020
-10100384.9422862,1639313.69217787,277,277,Antigua Guatemala,GTM-SCT,Sacatepequez,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-10105806.0932448,1609001.81603879,278,278,Escuintla,GTM-ESC,Escuintla,GT,Guatemala,Provincial capital,0,0, ,0,1, 
-10051927.2217066,1606245.52446857,279,279,Cuilapa,GTM-SRO,Santa Rosa,GT,Guatemala,Provincial capital,0,0, ,0,0, 
-9316105.84692885,2562629.00462818,280,280,Pinar Del Rio,CUB-PDR,Pinar del Rio,CU,Cuba,Provincial capital,145412,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8901774.25521567,2561303.52882754,281,281,Santa Clara,CUB-VCL,Villa Clara,CU,Cuba,Provincial capital,217205,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-8954984.84794296,2529543.95163557,282,282,Cienfuegos,CUB-CNF,Cienfuegos,CU,Cuba,Provincial capital,152040,5,"100,000 to 249,999",10540,1,UN_Data_2010_2020
-8843554.27016418,2503842.63947329,283,283,Sancti Spiritus,CUB-SSP,Sancti Spiritus,CU,Cuba,Provincial capital,108836,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-9217142.59184511,2497724.06019533,284,284,Nueva Gerona,CUB-IDL,Isla de la Juventud,CU,Cuba,Provincial capital,0,0, ,10550,0, 
-8767856.57532935,2492446.30457249,285,285,Ciego De Avila,CUB-CDA,Ciego de Avila,CU,Cuba,Provincial capital,120948,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-9059550.59578914,2190287.62368842,286,286,George Town,CYM,Cayman Is.,CJ,Cayman Is.,National and provincial capital,28089,7,"Less than 50,000",10580,0,UN_Data_2010_2020
-7085596.53942904,5571283.29927487,287,287,Halifax,CAN-NSC,Nova Scotia,CA,Canada,Provincial capital,440348,4,"250,000 to 499,999",6430,0,UN_Data_2010_2020
-7211183.62296241,3801310.3898755,288,288,Hamilton,BMU,Bermuda,BD,Bermuda,National and provincial capital,854,7,"Less than 50,000",9960,0,UN_Data_2010_2020
-9375438.89927689,1120698.72081403,289,289,Alajuela,CRI-ALJ,Alajuela,CS,Costa Rica,Provincial capital,314209,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-9364195.85481592,1117985.45737978,290,290,Heredia,CRI-HER,Heredia,CS,Costa Rica,Provincial capital,143208,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-9242857.72174782,1117759.62924721,291,291,Puerto Limon,CRI-LIM,Limon,CS,Costa Rica,Provincial capital,99836,6,"50,000 to 99,999",9810,0,UN_Data_2010_2020
-9359589.23140653,1111031.82796459,292,292,San Jose,CRI-SJO,San Jose,CS,Costa Rica,National and provincial capital,347398,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
-9342043.39870667,1102729.03060695,293,293,Cartago,CRI-CRT,Cartago,CS,Costa Rica,Provincial capital,164121,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
-9155960.0520515,1043672.56724887,294,294,Bocas del Toro,PAN-BDT,Bocas del Toro,PM,Panama,Provincial capital,0,0, ,0,1, 
-9176176.89993777,941601.993849342,295,295,David,PAN-CHR,Chiriqui,PM,Panama,Provincial capital,0,0, ,0,0, 
-7795258.95373947,1405516.22797006,296,296,Oranjestad,ABW,Aruba,AA,Aruba,National and provincial capital,28295,7,"Less than 50,000",0,0,UN_Data_2010_2020
-7677767.02064337,1361507.23040476,297,297,Willemstad,ANT,Netherlands Antilles,NT,Netherlands Antilles,National and provincial capital,0,0, ,11810,0, 
-8114968.4223037,1294765.37680778,298,298,Riohacha,COL-LGU,La Guajira,CO,Colombia,Provincial capital,177573,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-7756519.4332683,1277839.8648882,299,299,Coro,VEN-FLC,Falcon,VE,Venezuela,Provincial capital,0,0, ,0,0, 
-9012982.41111935,904818.807382174,300,300,Santiago,PAN-VRG,Veraguas,PM,Panama,Provincial capital,0,0, ,0,0, 
-8953982.97316243,891215.86438145,301,301,Chitre,PAN-HRR,Herrera,PM,Panama,Provincial capital,0,0, ,0,0, 
-8936395.0472056,867166.572938583,302,302,Las Tablas,PAN-LSN,Los Santos,PM,Panama,Provincial capital,0,0, ,0,0, 
-9443599.48789035,1254794.70106172,303,303,San Carlos,NIC-RSJ,Rio San Juan,NU,Nicaragua,Provincial capital,0,0, ,0,0, 
-9510803.29769398,1189721.00102394,304,304,Liberia,CRI-GNC,Guanacaste,CS,Costa Rica,Provincial capital,0,0, ,0,0, 
-9444679.52533579,1115386.33853301,305,305,Puntarenas,CRI-PNT,Puntarenas,CS,Costa Rica,Provincial capital,140102,5,"100,000 to 249,999",15510,1,UN_Data_2010_2020
-8789770.58280919,1067291.96158309,306,306,El Porvenir,PAN-SBL,San Blas,PM,Panama,Provincial capital,0,0, ,0,0, 
-8893909.52160911,1046064.73942925,307,307,Colon,PAN-COL,Colon,PM,Panama,Provincial capital,41019,7,"Less than 50,000",9860,1,UN_Data_2010_2020
-8851800.69842475,1006345.65161388,308,308,Panama,PAN-PAN,Panama,PM,Panama,National and provincial capital,481993,4,"250,000 to 499,999",15390,1,UN_Data_2010_2020
-8945077.31107521,951169.065450685,309,309,Penonome,PAN-COC,Cocle,PM,Panama,Provincial capital,0,0, ,0,0, 
-8867710.4758345,106203.700662976,310,310,Esmeraldas,ECU-ESM,Esmeraldas,EC,Ecuador,Provincial capital,161868,5,"100,000 to 249,999",15330,1,UN_Data_2010_2020
-9093725.56768634,1409751.05050512,311,311,San Andres,COL-SAY,San Andres y Providencia,CO,Colombia,Provincial capital,138091,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
-9631250.76691912,1842969.94621067,312,312,Roatan,HND-IDL,Islas de la Bahia,HO,Honduras,Provincial capital,0,0, ,0,0, 
-9567756.91125443,1795068.56760428,313,313,Trujillo,HND-COL,Colon,HO,Honduras,Provincial capital,0,0, ,9680,0, 
-9670546.32365652,1776368.14022148,314,314,La Ceiba,HND-ATL,Atlantida,HO,Honduras,Provincial capital,176212,5,"100,000 to 249,999",9670,0,UN_Data_2010_2020
-9326458.20912529,1718836.15715997,315,315,Puerto Lempira,HND-GAD,Gracias a Dios,HO,Honduras,Provincial capital,0,0, ,0,0, 
-9597855.24792735,1650738.10378909,316,316,Juticalpa,HND-OLN,Olancho,HO,Honduras,Provincial capital,56302,6,"50,000 to 99,999",0,0,UN_Data_2010_2020
-9324788.0923769,1346960.7576675,317,317,Bluefields,NIC-ZEL,Zelaya,NU,Nicaragua,Provincial capital,0,0, ,9770,0, 
-9807247.20600933,1539820.39923516,318,318,San Francisco Gotera,SLV-MRZ,Morazan,ES,El Salvador,Provincial capital,0,0, ,0,0, 
-9739230.89502763,1520120.03001533,319,319,Nacaome,HND-VAL,Valle,HO,Honduras,Provincial capital,0,0, ,0,0, 
-9815818.25894138,1513823.58607119,320,320,San Miguel,SLV-SMI,San Miguel,ES,El Salvador,Provincial capital,265921,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
